awardYear,category,id,givenName,familyName,fullName,gender,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1945,Physiology or Medicine,341,Sir Howard,Florey,Sir Howard Walter Florey,male,1898-09-24,Adelaide,Adelaide,Oceania,Australia,Australia,"Adelaide, Australia",2/21/68,Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1945,Physics,50,Wolfgang,Pauli,Wolfgang Pauli,male,4/25/00,Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",12/15/58,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,"Princeton University, Princeton, NJ, USA",,,
1946,Peace,506,Emily Greene,Balch,Emily Greene Balch,female,1867-01-08,"Jamaica Plain, MA","Boston, MA",North America,USA,USA,"Jamaica Plain, MA (now Boston, MA), USA",1/9/61,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,
1946,Literature,617,Hermann,Hesse,Hermann Hesse,male,1877-07-02,Calw,Calw,Europe,Germany,Germany,"Calw, Germany",8/9/62,Montagnola,Montagnola,Europe,Switzerland,Switzerland,"Montagnola, Switzerland",,,,,
1946,Physiology or Medicine,342,Hermann J.,Muller,Hermann Joseph Muller,male,1890-12-21,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",4/5/67,"Indianapolis, IN","Indianapolis, IN",North America,USA,USA,"Indianapolis, IN, USA",,"Indiana University, Bloomington, IN, USA",,,
1946,Chemistry,204,James B.,Sumner,James Batcheller Sumner,male,1887-11-19,"Canton, MA","Canton, MA",North America,USA,USA,"Canton, MA, USA",8/12/55,"Buffalo, NY","Buffalo, NY",North America,USA,USA,"Buffalo, NY, USA",,"Cornell University, Ithaca, NY, USA",,,
1946,Chemistry,205,John H.,Northrop,John Howard Northrop,male,1891-07-05,"Yonkers, NY","Yonkers, NY",North America,USA,USA,"Yonkers, NY, USA",5/27/87,"Wickenberg, AZ","Wickenberg, AZ",North America,USA,USA,"Wickenberg, AZ, USA",,"Rockefeller Institute for Medical Research, Princeton, NJ, USA",,,
1946,Peace,507,John R.,Mott,John Raleigh Mott,male,1865-05-25,"Livingston Manor, NY","Livingston Manor, NY",North America,USA,USA,"Livingston Manor, NY, USA",1/31/55,,,North America,USA,USA,USA,,,,,
1946,Physics,51,Percy W.,Bridgman,Percy Williams Bridgman,male,1882-04-21,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",8/20/61,"Randolph, NH","Randolph, NH",North America,USA,USA,"Randolph, NH, USA",,"Harvard University, Cambridge, MA, USA",,,
1946,Chemistry,206,Wendell M.,Stanley,Wendell Meredith Stanley,male,8/16/04,"Ridgeville, IN","Ridgeville, IN",North America,USA,USA,"Ridgeville, IN, USA",6/15/71,Salamanca,Salamanca,Europe,Spain,Spain,"Salamanca, Spain",,"Rockefeller Institute for Medical Research, Princeton, NJ, USA",,,
1947,Literature,618,André,Gide,André Paul Guillaume Gide,male,1869-11-22,Paris,Paris,Europe,France,France,"Paris, France",2/19/51,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1947,Physiology or Medicine,345,Bernardo,Houssay,Bernardo Alberto Houssay,male,1887-04-10,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,"Buenos Aires, Argentina",9/21/71,Buenos Aires,Buenos Aires,South America,Argentina,Argentina,"Buenos Aires, Argentina",,"Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine), Buenos Aires, Argentina",,,
1947,Physiology or Medicine,343,Carl,Cori,Carl Ferdinand Cori,male,1896-12-05,Prague,Prague,Europe,Austria-Hungary,Czech Republic,"Prague, Austria-Hungary (now Czech Republic)",10/20/84,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Washington University, St. Louis, MO, USA",,,
1947,Physics,52,Edward V.,Appleton,Sir Edward Victor Appleton,male,1892-09-06,Bradford,Bradford,Europe,United Kingdom,United Kingdom,"Bradford, United Kingdom",4/21/65,Edinburgh,Edinburgh,Europe,Scotland,Scotland,"Edinburgh, Scotland",,"Department of Scientific and Industrial Research, London, United Kingdom",,,
1947,Physiology or Medicine,344,Gerty,Cori,"Gerty Theresa Cori, née Radnitz",female,1896-08-15,Prague,Prague,Europe,Austria-Hungary,Czech Republic,"Prague, Austria-Hungary (now Czech Republic)",10/26/57,"St. Louis, MO","St. Louis, MO",North America,USA,USA,"St. Louis, MO, USA",,"Washington University, St. Louis, MO, USA",,,
1947,Chemistry,207,Sir Robert,Robinson,Sir Robert Robinson,male,1886-09-13,"Rufford, near Chesterfield","Rufford, near Chesterfield",Europe,United Kingdom,United Kingdom,"Rufford, near Chesterfield, United Kingdom",2/8/75,Great Missenden,Great Missenden,Europe,United Kingdom,United Kingdom,"Great Missenden, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1948,Chemistry,208,Arne,Tiselius,Arne Wilhelm Kaurin Tiselius,male,8/10/02,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",10/29/71,Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,"Uppsala University, Uppsala, Sweden",,,
1948,Physics,53,Patrick M.S.,Blackett,Patrick Maynard Stuart Blackett,male,1897-11-18,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",7/13/74,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,"Victoria University, Manchester, United Kingdom",,,
1948,Physiology or Medicine,346,Paul,Müller,Paul Hermann Müller,male,1899-01-12,Olten,Olten,Europe,Switzerland,Switzerland,"Olten, Switzerland",10/12/65,Basel,Basel,Europe,Switzerland,Switzerland,"Basel, Switzerland",,"Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.), Basel, Switzerland",,,
1948,Literature,619,T.S.,Eliot,Thomas Stearns Eliot,male,1888-09-26,"St. Louis, MO","St. Louis, MO",North America,USA,USA,"St. Louis, MO, USA",1/4/65,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1949,Physiology or Medicine,348,Egas,Moniz,Antonio Caetano de Abreu Freire Egas Moniz,male,1874-11-29,Avanca,Avanca,Europe,Portugal,Portugal,"Avanca, Portugal",12/13/55,Lisbon,Lisbon,Europe,Portugal,Portugal,"Lisbon, Portugal",,"University of Lisbon, Lisbon, Portugal","Neurological Institute, Lisbon, Portugal",,
1949,Physics,54,Hideki,Yukawa,Hideki Yukawa,male,1/23/07,Tokyo,Tokyo,Asia,Japan,Japan,"Tokyo, Japan",9/8/81,Kyoto,Kyoto,Asia,Japan,Japan,"Kyoto, Japan",,"Kyoto Imperial University, Kyoto, Japan","Columbia University, New York, NY, USA",,
1949,Peace,510,John,Boyd Orr,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1880-09-23,Kilmaurs,Kilmaurs,Europe,Scotland,Scotland,"Kilmaurs, Scotland",6/25/71,Edzell,Edzell,Europe,Scotland,Scotland,"Edzell, Scotland",,,,,
1949,Physiology or Medicine,347,Walter,Hess,Walter Rudolf Hess,male,1881-03-17,Frauenfeld,Frauenfeld,Europe,Switzerland,Switzerland,"Frauenfeld, Switzerland",8/12/73,Ascona,Ascona,Europe,Switzerland,Switzerland,"Ascona, Switzerland",,"University of Zurich, Zurich, Switzerland",,,
1949,Literature,620,William,Faulkner,William Faulkner,male,1897-09-25,"New Albany, MS","New Albany, MS",North America,USA,USA,"New Albany, MS, USA",7/6/62,"Byhalia, MS","Byhalia, MS",North America,USA,USA,"Byhalia, MS, USA",,,,,
1949,Chemistry,209,William F.,Giauque,William Francis Giauque,male,1895-05-12,Niagara Falls,Niagara Falls,North America,Canada,Canada,"Niagara Falls, Canada",3/28/82,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,"University of California, Berkeley, CA, USA",,,
1950,Literature,621,Bertrand,Russell,Earl (Bertrand Arthur William) Russell,male,1872-05-18,Trelleck,Trelleck,Europe,United Kingdom,United Kingdom,"Trelleck, United Kingdom",2/2/70,Penrhyndeudraeth,Penrhyndeudraeth,Europe,United Kingdom,United Kingdom,"Penrhyndeudraeth, United Kingdom",,,,,
1950,Physics,55,Cecil,Powell,Cecil Frank Powell,male,12/5/03,Tonbridge,Tonbridge,Europe,United Kingdom,United Kingdom,"Tonbridge, United Kingdom",8/9/69,,,Europe,Italy,Italy,Italy,,"Bristol University, Bristol, United Kingdom",,,
1950,Physiology or Medicine,349,Edward C.,Kendall,Edward Calvin Kendall,male,1886-03-08,"South Norwalk, CT","South Norwalk, CT",North America,USA,USA,"South Norwalk, CT, USA",5/4/72,"Princeton, NJ","Princeton, NJ",North America,USA,USA,"Princeton, NJ, USA",,"Mayo Clinic, Rochester, MN, USA",,,
1950,Chemistry,211,Kurt,Alder,Kurt Alder,male,7/10/02,Königshütte,Chorzów,Europe,Prussia,Poland,"Königshütte, Prussia (now Chorzów, Poland)",6/20/58,Cologne,Cologne,Europe,West Germany,Germany,"Cologne, West Germany (now Germany)",,"Cologne University, Cologne, Germany",,,
1950,Chemistry,210,Otto,Diels,Otto Paul Hermann Diels,male,1876-01-23,Hamburg,Hamburg,Europe,Germany,Germany,"Hamburg, Germany",3/7/54,Kiel,Kiel,Europe,West Germany,Germany,"Kiel, West Germany (now Germany)",,"Kiel University, Kiel, Germany",,,
1950,Physiology or Medicine,351,Philip S.,Hench,Philip Showalter Hench,male,1896-02-28,"Pittsburgh, PA","Pittsburgh, PA",North America,USA,USA,"Pittsburgh, PA, USA",3/30/65,Ocho Rios,Ocho Rios,North America,Jamaica,Jamaica,"Ocho Rios, Jamaica",,"Mayo Clinic, Rochester, MN, USA",,,
1950,Peace,511,Ralph,Bunche,Ralph Bunche,male,8/7/04,"Detroit, MI","Detroit, MI",North America,USA,USA,"Detroit, MI, USA",12/9/71,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Harvard University, Cambridge, MA, USA",,,
1950,Physiology or Medicine,350,Tadeus,Reichstein,Tadeus Reichstein,male,1897-07-20,Wloclawek,Wloclawek,Europe,Poland,Poland,"Wloclawek, Poland",8/1/96,Basel,Basel,Europe,Switzerland,Switzerland,"Basel, Switzerland",,"Basel University, Basel, Switzerland",,,
1951,Chemistry,212,Edwin M.,McMillan,Edwin Mattison McMillan,male,9/18/07,"Redondo Beach, CA","Redondo Beach, CA",North America,USA,USA,"Redondo Beach, CA, USA",9/7/91,"El Cerrito, CA","El Cerrito, CA",North America,USA,USA,"El Cerrito, CA, USA",,"University of California, Berkeley, CA, USA",,,
1951,Physics,57,Ernest T.S.,Walton,Ernest Thomas Sinton Walton,male,10/6/03,Dungarvan,Dungarvan,Europe,Ireland,Ireland,"Dungarvan, Ireland",6/25/95,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,"Belfast, Northern Ireland",,"Trinity College, Dublin, Ireland",,,
1951,Chemistry,213,Glenn T.,Seaborg,Glenn Theodore Seaborg,male,4/19/12,"Ishpeming, MI","Ishpeming, MI",North America,USA,USA,"Ishpeming, MI, USA",2/25/99,"Lafayette, CA","Lafayette, CA",North America,USA,USA,"Lafayette, CA, USA",,"University of California, Berkeley, CA, USA",,,
1951,Physics,56,John,Cockcroft,Sir John Douglas Cockcroft,male,1897-05-27,Todmorden,Todmorden,Europe,United Kingdom,United Kingdom,"Todmorden, United Kingdom",9/18/67,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"Atomic Energy Research Establishment, Harwell, Berkshire, United Kingdom",,,
1951,Peace,512,Léon,Jouhaux,Léon Jouhaux,male,1879-07-01,Paris,Paris,Europe,France,France,"Paris, France",4/28/54,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1951,Physiology or Medicine,352,Max,Theiler,Max Theiler,male,1899-01-30,Pretoria,Pretoria,Africa,South Africa,South Africa,"Pretoria, South Africa",8/11/72,"New Haven, CT","New Haven, CT",North America,USA,USA,"New Haven, CT, USA",,"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation, New York, NY, USA",,,
1951,Literature,622,Pär,Lagerkvist,Pär Fabian Lagerkvist,male,1891-05-23,Växjö,Växjö,Europe,Sweden,Sweden,"Växjö, Sweden",7/11/74,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,
1952,Peace,513,Albert,Schweitzer,Albert Schweitzer,male,1875-01-14,Kaysersberg,Kaysersberg,Europe,Germany,France,"Kaysersberg, Germany (now France)",9/4/65,Lambaréné,Lambaréné,Africa,Gabon,Gabon,"Lambaréné, Gabon",,,,,
1952,Chemistry,214,Archer J.P.,Martin,Archer John Porter Martin,male,3/1/10,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",7/28/02,Llangarron,Llangarron,Europe,United Kingdom,United Kingdom,"Llangarron, United Kingdom",,"National Institute for Medical Research, London, United Kingdom",,,
1952,Physics,59,E. M.,Purcell,Edward Mills Purcell,male,8/30/12,"Taylorville, IL","Taylorville, IL",North America,USA,USA,"Taylorville, IL, USA",3/7/97,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,"Harvard University, Cambridge, MA, USA",,,
1952,Physics,58,Felix,Bloch,Felix Bloch,male,10/23/05,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",9/10/83,Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,"Stanford University, Stanford, CA, USA",,,
1952,Literature,623,François,Mauriac,François Mauriac,male,1885-10-11,Bordeaux,Bordeaux,Europe,France,France,"Bordeaux, France",9/1/70,Paris,Paris,Europe,France,France,"Paris, France",,,,,
1952,Chemistry,215,Richard L.M.,Synge,Richard Laurence Millington Synge,male,10/28/14,Liverpool,Liverpool,Europe,United Kingdom,United Kingdom,"Liverpool, United Kingdom",8/18/94,Norwich,Norwich,Europe,United Kingdom,United Kingdom,"Norwich, United Kingdom",,"Rowett Research Institute, Bucksburn (Scotland), United Kingdom",,,
1952,Physiology or Medicine,353,Selman A.,Waksman,Selman Abraham Waksman,male,1888-07-22,Priluka,Nova Pryluka,Europe,Russian Empire,Ukraine,"Priluka, Russian Empire (now Nova Pryluka, Ukraine)",8/16/73,"Hyannis, MA","Hyannis, MA",North America,USA,USA,"Hyannis, MA, USA",,"Rutgers University, New Brunswick, NJ, USA",,,
1953,Physics,60,Frits,Zernike,Frits Zernike,male,1888-07-16,Amsterdam,Amsterdam,Europe,the Netherlands,the Netherlands,"Amsterdam, the Netherlands",3/10/66,Groningen,Groningen,Europe,the Netherlands,the Netherlands,"Groningen, the Netherlands",,"Groningen University, Groningen, the Netherlands",,,
1953,Physiology or Medicine,355,Fritz,Lipmann,Fritz Albert Lipmann,male,1899-06-12,Koenigsberg,Kaliningrad,Europe,Germany,Russia,"Koenigsberg, Germany (now Kaliningrad, Russia)",7/24/86,"Poughkeepsie, NY","Poughkeepsie, NY",North America,USA,USA,"Poughkeepsie, NY, USA",,"Harvard Medical School, Boston, MA, USA","Massachusetts General Hospital, Boston, MA, USA",,
1953,Peace,514,George C.,Marshall,George Catlett Marshall,male,1880-12-31,"Uniontown, PA","Uniontown, PA",North America,USA,USA,"Uniontown, PA, USA",10/16/59,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",,,,,
1953,Physiology or Medicine,354,Hans,Krebs,Hans Adolf Krebs,male,8/25/00,Hildesheim,Hildesheim,Europe,Germany,Germany,"Hildesheim, Germany",11/22/81,Oxford,Oxford,Europe,United Kingdom,United Kingdom,"Oxford, United Kingdom",,"Sheffield University, Sheffield, United Kingdom",,,
1953,Chemistry,216,Hermann,Staudinger,Hermann Staudinger,male,1881-03-23,Worms,Worms,Europe,Germany,Germany,"Worms, Germany",9/8/65,Freiburg im Breisgau,Freiburg im Breisgau,Europe,West Germany,Germany,"Freiburg im Breisgau, West Germany (now Germany)",,"University of Freiburg, Breisgau, Germany","Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg, Breisgau, Germany",,
1953,Literature,624,Winston,Churchill,Sir Winston Leonard Spencer Churchill,male,1874-11-30,Woodstock,Woodstock,Europe,United Kingdom,United Kingdom,"Woodstock, United Kingdom",1/24/65,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,
1954,Literature,625,Ernest,Hemingway,Ernest Miller Hemingway,male,1899-07-21,"Oak Park, IL","Oak Park, IL",North America,USA,USA,"Oak Park, IL, USA",7/2/61,"Ketchum, ID","Ketchum, ID",North America,USA,USA,"Ketchum, ID, USA",,,,,
1954,Physiology or Medicine,358,Frederick C.,Robbins,Frederick Chapman Robbins,male,8/25/16,"Auburn, AL","Auburn, AL",North America,USA,USA,"Auburn, AL, USA",8/4/03,"Cleveland, OH","Cleveland, OH",North America,USA,USA,"Cleveland, OH, USA",,"Western Reserve University, Cleveland, OH, USA",,,
1954,Physiology or Medicine,356,John F.,Enders,John Franklin Enders,male,1897-02-10,"West Hartford, CT","West Hartford, CT",North America,USA,USA,"West Hartford, CT, USA",9/8/85,"Waterford, CT","Waterford, CT",North America,USA,USA,"Waterford, CT, USA",,"Harvard Medical School, Boston, MA, USA","Research Division of Infectious Diseases, Children's Medical Center, Boston, MA, USA",,
1954,Chemistry,217,Linus,Pauling,Linus Carl Pauling,male,2/28/01,"Portland, OR","Portland, OR",North America,USA,USA,"Portland, OR, USA",8/19/94,"Big Sur, CA","Big Sur, CA",North America,USA,USA,"Big Sur, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1954,Physics,61,Max,Born,Max Born,male,1882-12-11,Breslau,Wroclaw,Europe,Germany,Poland,"Breslau, Germany (now Wroclaw, Poland)",1/5/70,Göttingen,Göttingen,Europe,West Germany,Germany,"Göttingen, West Germany (now Germany)",,"Edinburgh University, Edinburgh, United Kingdom",,,
1954,Physiology or Medicine,357,Thomas H.,Weller,Thomas Huckle Weller,male,6/15/15,"Ann Arbor, MI","Ann Arbor, MI",North America,USA,USA,"Ann Arbor, MI, USA",8/23/08,"Needham, MA","Needham, MA",North America,USA,USA,"Needham, MA, USA",,"Research Division of Infectious Diseases, Children's Medical Center, Boston, MA, USA",,,
1954,Physics,62,Walther,Bothe,Walther Bothe,male,1891-01-08,Oranienburg,Oranienburg,Europe,Germany,Germany,"Oranienburg, Germany",2/8/57,Heidelberg,Heidelberg,Europe,West Germany,Germany,"Heidelberg, West Germany (now Germany)",,"University of Heidelberg, Heidelberg, Germany","Max-Planck-Institut für medizinische Forschung, Heidelberg, Germany",,
1955,Literature,626,Halldór,Laxness,Halldór Kiljan Laxness,male,4/23/02,Reykjavik,Reykjavik,Europe,Iceland,Iceland,"Reykjavik, Iceland",2/8/98,Reykjavik,Reykjavik,Europe,Iceland,Iceland,"Reykjavik, Iceland",,,,,
1955,Physiology or Medicine,359,Hugo,Theorell,Axel Hugo Theodor Theorell,male,7/6/03,Linköping,Linköping,Europe,Sweden,Sweden,"Linköping, Sweden",8/15/82,Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,"Karolinska Institutet, Nobel Medical Institute, Stockholm, Sweden",,,
1955,Physics,64,Polykarp,Kusch,Polykarp Kusch,male,1/26/11,Blankenburg,Blankenburg,Europe,Germany,Germany,"Blankenburg, Germany",3/20/93,"Dallas, TX","Dallas, TX",North America,USA,USA,"Dallas, TX, USA",,"Columbia University, New York, NY, USA",,,
1955,Chemistry,218,Vincent,du Vigneaud,Vincent du Vigneaud,male,5/18/01,"Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",12/11/78,"White Plains, NY","White Plains, NY",North America,USA,USA,"White Plains, NY, USA",,"Cornell University, Ithaca, NY, USA",,,
1955,Physics,63,Willis E.,Lamb,Willis Eugene Lamb,male,7/12/13,"Los Angeles, CA","Los Angeles, CA",North America,USA,USA,"Los Angeles, CA, USA",5/15/08,"Tucson, AZ","Tucson, AZ",North America,USA,USA,"Tucson, AZ, USA",,"Stanford University, Stanford, CA, USA",,,
1956,Physiology or Medicine,360,André F.,Cournand,André Frédéric Cournand,male,1895-09-24,Paris,Paris,Europe,France,France,"Paris, France",2/19/88,"Great Barrington, MA","Great Barrington, MA",North America,USA,USA,"Great Barrington, MA, USA",,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital, New York, NY, USA",,,
1956,Physiology or Medicine,362,Dickinson W.,Richards,Dickinson W. Richards,male,1895-10-30,"Orange, NJ","Orange, NJ",North America,USA,USA,"Orange, NJ, USA",2/23/73,"Lakeville, CT","Lakeville, CT",North America,USA,USA,"Lakeville, CT, USA",,"Columbia University, New York, NY, USA",,,
1956,Physics,66,John,Bardeen,John Bardeen,male,5/23/08,"Madison, WI","Madison, WI",North America,USA,USA,"Madison, WI, USA",1/30/91,"Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,"University of Illinois, Urbana, IL, USA",,,
1956,Literature,627,Juan Ramón,Jiménez,Juan Ramón Jiménez,male,1881-12-24,Moguer,Moguer,Europe,Spain,Spain,"Moguer, Spain",5/29/58,San Juan,San Juan,North America,Puerto Rico,Puerto Rico,"San Juan, Puerto Rico",,,,,
1956,Chemistry,220,Nikolay,Semenov,Nikolay Nikolaevich Semenov,male,1896-04-03,Saratov,Saratov,Europe,Russia,Russia,"Saratov, Russia",9/25/86,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Institute for Chemical Physics of the Academy of Sciences of the USSR, Moscow, USSR (now Russia)","Lomonosov Moscow State University, Moscow, USSR (now Russia)",,
1956,Chemistry,219,Sir Cyril,Hinshelwood,Sir Cyril Norman Hinshelwood,male,1897-05-19,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",10/9/67,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,"University of Oxford, Oxford, United Kingdom",,,
1956,Physics,67,Walter H.,Brattain,Walter Houser Brattain,male,2/10/02,Amoy,Amoy,Asia,China,China,"Amoy, China",10/13/87,"Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,"Bell Telephone Laboratories, Murray Hill, NJ, USA",,,
1956,Physiology or Medicine,361,Werner,Forssmann,Werner Forssmann,male,8/29/04,Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",6/1/79,Schopfheim,Schopfheim,Europe,West Germany,Germany,"Schopfheim, West Germany (now Germany)",,"Mainz University, Mainz, Germany",,,
1956,Physics,65,William B.,Shockley,William Bradford Shockley,male,2/13/10,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",8/12/89,"Palo Alto, CA","Palo Alto, CA",North America,USA,USA,"Palo Alto, CA, USA",,"Semiconductor Laboratory of Beckman Instruments, Inc., Mountain View, CA, USA",,,
1957,Literature,628,Albert,Camus,Albert Camus,male,11/7/13,Mondovi,Mondovi,Africa,French Algeria,Algeria,"Mondovi, French Algeria (now Algeria)",1/4/60,Sens,Sens,Europe,France,France,"Sens, France",,,,,
1957,Physics,68,Chen Ning,Yang,Chen Ning Yang,male,9/22/22,"Hofei, Anhwei","Hofei, Anhwei",Asia,China,China,"Hofei, Anhwei, China",,,,,,,,,"Institute for Advanced Study, Princeton, NJ, USA",,,
1957,Physiology or Medicine,363,Daniel,Bovet,Daniel Bovet,male,3/23/07,Neuchâtel,Neuchâtel,Europe,Switzerland,Switzerland,"Neuchâtel, Switzerland",4/8/92,Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,"Istituto Superiore di Sanità (Chief Institute of Public Health), Rome, Italy",,,
1957,Peace,516,Lester Bowles,Pearson,Lester Bowles Pearson,male,1897-04-23,Toronto,Toronto,North America,Canada,Canada,"Toronto, Canada",12/27/72,Ottawa,Ottawa,North America,Canada,Canada,"Ottawa, Canada",,,,,
1957,Chemistry,221,Lord,Todd,Lord (Alexander R.) Todd,male,10/2/07,Glasgow,Glasgow,Europe,Scotland,Scotland,"Glasgow, Scotland",1/10/97,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1957,Physics,69,Tsung-Dao,Lee,Tsung-Dao (T.D.) Lee,male,11/24/26,Shanghai,Shanghai,Asia,China,China,"Shanghai, China",,,,,,,,,"Columbia University, New York, NY, USA",,,
1958,Literature,629,Boris,Pasternak,Boris Leonidovich Pasternak,male,1890-02-10,Moscow,Moscow,Europe,Russia,Russia,"Moscow, Russia",5/30/60,Peredelkino,Peredelkino,Europe,Russia,Russia,"Peredelkino, Russia",,,,,
1958,Physiology or Medicine,365,Edward,Tatum,Edward Lawrie Tatum,male,12/14/09,"Boulder, CO","Boulder, CO",North America,USA,USA,"Boulder, CO, USA",11/5/75,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"Rockefeller Institute for Medical Research, New York, NY, USA",,,
1958,Chemistry,222,Frederick,Sanger,Frederick Sanger,male,8/13/18,Rendcombe,Rendcombe,Europe,United Kingdom,United Kingdom,"Rendcombe, United Kingdom",11/19/13,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,"University of Cambridge, Cambridge, United Kingdom",,,
1958,Physiology or Medicine,364,George,Beadle,George Wells Beadle,male,10/22/03,"Wahoo, NE","Wahoo, NE",North America,USA,USA,"Wahoo, NE, USA",6/9/89,"Pomona, CA","Pomona, CA",North America,USA,USA,"Pomona, CA, USA",,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1958,Peace,517,Georges,Pire,Georges Pire,male,2/10/10,Dinant,Dinant,Europe,Belgium,Belgium,"Dinant, Belgium",1/30/69,Leuven,Leuven,Europe,Belgium,Belgium,"Leuven, Belgium",,,,,
1958,Physics,71,Igor Y.,Tamm,Igor Yevgenyevich Tamm,male,1895-07-08,Vladivostok,Vladivostok,Europe,Russia,Russia,"Vladivostok, Russia",4/12/71,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Lomonosov Moscow State University, Moscow, USSR (now Russia)","P.N. Lebedev Physical Institute, Moscow, USSR (now Russia)",,
1958,Physics,721,Il´ja M.,Frank,Il´ja Mikhailovich Frank,male,10/23/08,Leningrad,St. Petersburg,Europe,Russia,Russia,"Leningrad (now St. Petersburg), Russia",6/22/90,Moscow,Moscow,Europe,USSR,Russia,"Moscow, USSR (now Russia)",,"Lomonosov Moscow State University, Moscow, USSR (now Russia)","P.N. Lebedev Physical Institute, Moscow, USSR (now Russia)",,
1958,Physiology or Medicine,366,Joshua,Lederberg,Joshua Lederberg,male,5/23/25,"Montclair, NJ","Montclair, NJ",North America,USA,USA,"Montclair, NJ, USA",2/2/08,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,"University of Wisconsin, Madison, WI, USA",,,
1958,Physics,70,Pavel A.,Cherenkov,Pavel Alekseyevich Cherenkov,male,7/28/04,Novaya Chigla,Novaya Chigla,Europe,Russia,Russia,"Novaya Chigla, Russia",1/6/90,,,Europe,USSR,Russia,USSR (now Russia),,"P.N. Lebedev Physical Institute, Moscow, USSR (now Russia)",,,
1959,Physiology or Medicine,368,Arthur,Kornberg,Arthur Kornberg,male,3/3/18,"Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA",10/26/07,"Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,"Stanford University, Stanford, CA, USA",,,
